,C22008638LR01-ISM012-042-Day2-940,C22008619LR01-sham-Day2-951,C22008628LR01-Vehicle-Day2-935,C22008626LR01-Vehicle-Day2-986,C22008627LR01-Vehicle-Day2-975,C22008621LR01-sham-Day2-992,C22008624LR01-Vehicle-Day2-966,C22008640LR01-ISM012-042-Day2-976,C22008639LR01-ISM012-042-Day2-1000,C22008637LR01-ISM012-042-Day2-967,C22008620LR01-sham-Day2-981,C22008623LR01-sham-Day2-995,C22008618LR01-sham-Day2-942,C22008641LR01-ISM012-042-Day2-950,C22008622LR01-sham-Day2-953,C22008625LR01-Vehicle-Day2-977,C22008629LR01-Vehicle-Day2-999,C22008636LR01-ISM012-042-Day2-963
Gm34921,0,0.038,0,0,0,0.036,0,0,0,0.073,0,0,0,0.034,0,0,0.034,0
Gm35035,0.595,0.162,0.139,0.042,0.031,0.097,0.091,0.016,0.068,0.349,0.044,0.021,0.019,0.018,0.053,0.088,0.018,0.089
Gm34983,0.025,0.037,0,0,0,0.053,0.033,0,0.015,0.036,0,0,0,0.016,0,0,0,0.032
Gm20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.036
Gm35101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csl,0,0,0.032,0,0,0.049,0.046,0,0,0.1,0,0,0,0.183,0.138,0,0,0.045
Gm35206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35437,1.315,1.673,0.747,1.08,0.795,1.718,0.463,1.938,1.396,0.371,1.066,2.266,1.177,2.724,1.246,0.449,1.139,0.668
Kitl,35.377,27.447,12.453,17.687,21.393,39.358,40.159,26.309,30.385,30.904,18.923,44.979,42.131,46.91,23.079,29.344,28.904,29.368
Gm35533,0,0,0,0.136,0,0,0.173,0,0,0,0.146,0,0,0,0,0,0,0
Gm4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmtc3,9.202,7.279,2.627,3.804,5.554,8.965,11.923,6.682,8.754,14.693,5.051,9.075,9.24,11.471,6.496,12.232,10.598,8.96
Cep290,2.073,1.835,0.577,0.869,1.334,2.958,3.546,1.665,2.358,2.887,1.565,2.003,2.201,3.051,1.535,3.042,2.309,1.932
4930430F08Rik,4.043,2.247,1.687,1.823,2.261,4.158,3.938,3.207,2.987,5.036,3.157,4.798,3.768,4.566,3.001,3.925,3.015,3.391
1700017N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgat4c,115.09,125.713,88.898,158.926,116.147,148.441,160.386,263.342,217.606,79.324,79.684,313.934,303.962,210.446,91.342,262.519,273.169,318.917
Mir3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nts,9.917,7.165,14.605,27.715,16.326,0,1.435,25.496,15.744,0.33,0,41.414,27.77,2.165,4.17,1.857,21.038,23.277
Rassf9,3.116,3.052,0.815,1.227,1.405,7.409,2.712,1.739,2.103,5.005,1.981,2.563,2.318,3.537,3.481,2.146,1.87,1.993
Alx1,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrriq1,0.041,0,0,0.013,0,0,0,0.024,0.025,0.018,0.014,0.044,0.017,0.04,0.026,0,0.037,0.143
6430590A10Rik,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc6a15,0.668,0.345,0.564,0.519,0.444,0.386,0.285,0.458,0.747,0.853,0.318,0.692,0.526,0.689,0.276,0.451,0.318,0.553
Gm21293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0
Tmtc2,12.337,13.811,4.555,8.948,10.129,15.099,11.605,11.744,11.903,10.433,8.549,17.864,18.067,20.695,13.84,10.716,12.136,13.924
LOC108167831,0.044,0.009,0,0.006,0,0,0,0.015,0.016,0,0.045,0.029,0.008,0.016,0.016,0.008,0.017,0.008
Gm15663,1.119,1.072,0.687,0.353,1.249,1.3,1.188,0.954,0.926,1.029,0.634,2.076,1.582,2.125,1.521,0.686,1.218,1.162
Mettl25,3.326,2.259,0.895,2.37,2.696,2.7,3.105,2.29,3.042,3.504,1.944,2.875,2.777,3.196,3.137,3.341,3.095,2.467
Ccdc59,25.331,24.881,15.038,18.779,19.138,20.913,28.84,21.043,20.464,33.602,16.397,23.481,23.986,21.992,21.462,33.55,28.014,25.175
Ppfia2,0.447,0.345,0.423,0.343,0.38,0.348,0.263,0.221,0.406,0.374,0.176,0.493,0.353,0.568,0.153,0.282,0.313,0.18
4930532I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acss3,0.227,0.518,0.784,0.698,2.019,0.203,0,6.146,3.103,2.035,0.437,2.598,0.13,0.672,0.169,0.248,3.073,3.351
Gm29674,0,0,0.061,0.346,0.096,0,0,0.196,0.333,0,0,0,0.113,0,0,0.108,0,0.207
Lin7a,0.873,1.272,0.666,0.775,1.047,2.009,0.604,0.554,0.961,1.186,0.995,1.077,0.951,1.262,0.911,0.491,0.814,0.588
Myf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprq,0,0,0,0,0,0.02,0.044,0.011,0,0.029,0.022,0.011,0.019,0.029,0.024,0,0,0
Otogl,0.037,0.082,0.031,0.057,0.068,0.026,0.012,0.033,0.034,0.083,0.03,0.072,0.075,0.16,0.084,0.077,0.025,0.036
Gm29685,0.029,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.037,0,0,0.036
Gm40754,0.01,0.014,0.015,0.046,0.021,0.027,0.036,0,0.023,0,0.029,0.015,0.026,0.05,0.024,0,0,0
Ppp1r12a,41.35,55.081,22.003,33.891,45.754,50.809,40.107,42.813,42.148,44.903,41.037,66.847,67.292,68.75,48.397,36.853,41.991,43.457
Gm40755,0.882,1.616,0.224,0.427,0.339,1.755,1.404,0.424,0.4,0.469,1.359,0.968,1.128,0.779,1.637,0.407,0.414,0.407
Pawr,33.102,38.567,16.798,22.844,21.985,39.958,37.286,25.719,30.951,37.028,23.505,32.266,38.704,34.279,31.039,36.453,34.445,36.083
Gm36283,0,0,0.025,0,0.033,0.036,0,0,0.035,0,0.016,0,0,0.037,0.037,0.036,0.037,0.036
Gm36440,0,1.027,0.889,1.085,0.796,1.472,0,0,0.432,0.994,1.573,2.118,0.944,0.456,1.368,0,0,0.888
LOC105245279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syt1,4.058,2.426,3.639,2.864,3.974,3.13,2.494,2.319,4.054,2.95,2.446,4.695,3.989,4.964,1.609,1.663,2.828,2.238
Gm5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nav3,0.303,0.286,0.217,0.258,0.321,0.125,0.231,0.709,0.598,1.477,0.045,0.651,0.112,0.265,0.153,0.268,0.677,0.408
9230102K24Rik,0.059,0,0,0,0.202,0,0,0.069,0,0.332,0,0.091,0,0,0.152,0.454,0.077,0
Gm36751,0,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2f7,1.149,0.421,0.106,0.386,0.333,0.334,0.894,0.46,0.235,2.791,0.562,0.509,0.62,0.623,0.775,1.879,1.496,1.259
Gm36808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700020G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp2,253.059,278.461,97.775,134.361,148.952,256.578,369.092,127.134,167.99,246.666,189.892,197.609,205.586,264.562,213.69,220.878,179.272,172.338
Zdhhc17,18.924,17.745,5.465,11.306,12.741,24.574,20.006,14.793,17.052,16.766,15.229,22.357,23.785,25.855,17.752,16.928,17.48,15.432
Gm29916,9.374,12.375,0.195,0.233,0,25.478,15.344,0,2.203,4.77,54.059,0.674,1.794,0.292,16.843,4.902,0.873,0.855
Osbpl8,9.071,6.252,2.668,3.204,4.356,6.587,7.391,4.569,5.626,11.491,3.678,6.991,6.772,6.533,5.704,8.747,5.726,5.116
Bbs10,1.491,1.071,0.537,0.412,1.397,2.579,1.233,1.377,1.141,1.775,1.324,1.537,1.757,1.47,1.2,1.255,1.347,0.771
Gm40760,0,0,0,0,0.021,0,0,0.022,0,0,0,0,0,0,0,0,0,0
Gm30095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40761,0,0.088,0.108,0.063,0.21,0,0,0.256,0,0.171,0,0.453,0,0,0,0,0.157,0.077
Gm30145,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0
Nap1l1,99.716,44.462,36.462,34.164,46.252,44.561,68.512,45.859,54.51,157.241,31.407,46.92,44.428,60.464,43.128,126.257,98.442,72.385
Gm5176,0.533,0,0,0,0.201,0.249,0.235,0,0.218,0.503,0,0.269,0.239,0.23,0.23,0.457,0.69,0.225
Phlda1,14.042,9.945,7.086,7.618,13.937,10.551,17.9,6.901,10.91,68.056,10.568,9.447,13.713,11.388,14.765,78.88,20.103,27.139
Gm40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm30193,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.223,0,0.22
Gm30262,0,0,0.019,0,0.07,0,0.12,0,0.028,1.116,0,0,0,0,0.302,0.737,0,0.149
4933440J02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40763,0,0,0,0.105,0,0,0.4,0,0,0.144,0,0,0,0,0,0.13,0,0
Gm30624,0,0.068,0,0,0,0,0,0,0.057,0.066,0.105,0,0,0,0,0.118,0,0.059
Gm20758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krr1,10.038,7.507,4.248,5.993,7.497,9.11,9.975,7.479,8.454,12.219,6.066,10.005,7.728,9.156,7.224,14.693,11.519,11.018
Glipr1,25.797,11.864,8.143,6.969,9.671,12.849,22.185,8.018,8.533,32.72,10.531,10.883,11.616,16.765,12.845,21.731,7.701,8.703
LOC108167756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1l1,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1l3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caps2,0.144,0,0.066,0.224,0.032,0.041,0.075,0.168,0.213,0,0.118,0.089,0.106,0.163,0.109,0.073,0.049,0.112
Kcnc2,0.238,0.244,0.374,0.292,0.385,0.29,0.091,0.245,0.301,0.158,0.167,0.689,0.457,0.514,0.193,0.177,0.386,0.27
Gm40764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3942,0.056,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atxn7l3b,48.545,42.055,29.285,31.826,32.011,45.028,43.694,35.793,38.149,51.604,33.996,38.358,36.516,38.644,40.488,41.621,43.734,40.267
Gm26596,0,0.047,0,0,0,0,0.042,0,0,0,0,0,0,0.084,0,0,0.043,0
Gm40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31058,0,0,0,0,0,0,0,1.105,0,0,0,1.433,0,0,0,0,0,0
Trhde,0.062,0.128,0.074,0.114,0.212,0.035,0.049,0.232,0.246,0.209,0,0.441,0.15,0.13,0.048,0.064,0.165,0.145
Gm40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15723,0,0.011,0.019,0.03,0.034,0.022,0.01,0.035,0.047,0,0,0.047,0.01,0.02,0.01,0,0.05,0.029
Gm40767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31182,0,0,0.104,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0
Gm31267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tph2,0,0,0,0,0.091,0.074,0,0,0,0.297,0,0,0,0,0,0.034,0,0
Tbc1d15,29.915,28.875,14.9,39.288,21.55,45.559,30.426,39.304,39.164,32.842,19.083,37.267,33.772,34.954,25.424,38.99,40.711,43.005
Gm8942,403.442,291.571,207.077,235.097,206.753,272.349,333.007,337.509,313.916,389.05,150.668,248.804,251.268,297.495,209.679,303.247,321.567,266.042
Rab21,35.691,40.531,22.475,21.417,28.542,39.408,34.499,27.199,29.721,48.819,25.517,37.897,40.942,34.986,42.013,41.653,36.275,36.883
Tmem19,18.993,16.573,7.804,15.069,12.285,22.604,18.098,14.551,18.246,20.939,20.331,16.201,18.279,19.07,17.482,17.531,18.986,17.741
Thap2,8.591,4.652,2.509,1.499,3.731,7.85,6.369,5.31,6.048,7.528,3.489,5.089,5.734,7.925,3.881,6.196,6.802,5.496
LOC108167757,0.905,0.305,0,0.071,0.234,0.786,0.092,0.569,0.257,0.487,0.224,0.857,1.03,0.543,0.178,0.358,0.548,0.626
Zfc3h1,23.422,20.302,5.912,8.932,11.53,23.118,19.885,15.871,17.28,22.376,14.885,21.432,22.988,25.65,16.401,18.71,21.349,14.844
Lgr5,3.201,1.119,0.564,0.282,0.595,1.878,2.748,1.222,1.592,2.88,0.888,1.009,0.864,1.667,1.263,1.614,1.665,1.054
A930009A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspan8,666.524,578.694,363.265,732.106,500.927,588.259,842.488,642.068,620.009,536.411,376.135,665.445,730.126,825.855,554.12,762.052,815.391,816.198
LOC108167758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprr,20.206,31.78,17.916,41.371,24.26,33.718,21.172,29.966,30.886,11.578,23.534,44.062,46.186,24.79,35.246,12.523,25.116,25.398
4933416C03Rik,0.032,0,0,0,0,0.182,0.085,0,0,0,0.035,0,0.043,0,0,0.041,0,0
Ptprb,2.3,1.915,1.833,2.5,3.741,2.475,1.893,3.239,3.477,8.765,1.944,2.362,1.543,3.419,2.69,2.599,3.306,3.55
Kcnmb4,1.135,0.343,1.18,0.416,0.935,0.497,0.306,0.21,0.211,0.18,0.553,0.475,0.236,0.618,0.361,0.396,0.299,0.424
Kcnmb4os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnmb4os2,0,0,0.063,0.15,0.165,0.297,0.089,0.078,0,0.095,0.08,0,0.185,0,0.091,0,0.177,0
Cnot2,39.508,27.317,14.267,18.431,20.684,31.489,33.631,24.316,28.442,34.373,19.711,29.279,27.944,30.97,26.66,36.753,30.345,28.031
Gm31593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26579,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700030O20Rik,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930579P08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrfl,0.021,0.032,0.095,0.067,0.025,0,0.028,0.075,0.026,0.03,0,0,0.057,0,0,0.027,0.056,0
Rab3ip,14.077,11.874,8.6,8.52,12.532,11.035,13.821,11.253,12.989,14.61,10.728,13.197,13.84,14.233,11.647,9.311,13.575,14.774
4933412E12Rik,1.851,1.516,0.857,0.402,0.978,0.805,2.028,0.626,0.829,3.469,0.91,0.804,1.025,1.371,1.013,0.797,0.568,0.158
Gm40768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D630029K05Rik,0.135,0,0,0,0,0,0,0.039,0,0.095,0.036,0,0,0,0,0.043,0,0.043
LOC108167759,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best3,0,0,0.023,0.027,0,0.035,0,0.059,0,0.036,0,0,0.034,0.033,0.099,0.029,0,0.033
Gm10747,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.037,0,0,0,0
Lrrc10,0,0,0.047,0,0,0,0,0,0,0,0,0.076,0.067,0.067,0,0,0,0
Cct2,156.052,111.61,61.297,86.427,87.548,120.153,157.506,102.536,117.546,188.419,78.946,101.063,104.386,127.092,101.093,196.377,169.435,139.746
Frs2,13.312,11.329,3.985,9.179,7.565,15.467,11.169,9.273,11.43,13.91,8.347,11.31,10.989,13.633,10.073,11.672,11.821,10.21
4930423D24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeats4,37.815,23.034,20.559,28.554,24.306,23.98,31.111,22.083,27.155,35.668,27.557,23.035,24.498,24.167,29.319,33.246,29.511,30.195
Gm31963,0.179,0,0,0,0.202,0,0.709,0,0,0.656,0,0,0.142,0,0.505,0.305,0.232,0
9530003J23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyz2,771.658,209.982,126.184,56.738,147.129,261.708,404.635,156.535,169.775,871.84,51.767,145.621,186.27,191.918,190.48,571.177,177.899,162.463
Lyz1,37.528,10.866,11.481,4.145,3.774,11.436,4.889,6.575,3.895,9.091,2.715,2.861,5.994,6.854,7.055,4.58,2.067,2.911
Cpsf6,24.61,13.98,5.921,9.831,11.486,18.715,16.601,14.301,16.563,23.268,10.733,17.666,16.226,20.613,14.383,22.677,22.164,17.548
Gm40770,0.087,0,0.054,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0
Gm32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cpm,25.305,16.894,8.477,13.323,11.683,23.726,10.505,19.57,14.008,7.978,14.694,15.022,14.066,22.693,20.485,6.318,12.333,13.469
Mdm2,24.953,21.098,9.595,18.361,16.516,24.865,25.105,18.527,23.545,29.215,18.573,24.449,24.33,24.322,20.614,32.236,23.047,27.014
Slc35e3,6.752,4.603,3.422,5.951,4.904,11.313,2.328,9.188,9.416,6.831,7.791,4.639,4.784,6.578,6.894,4.011,6.716,8.481
Nup107,12.053,5.555,2.591,4.57,4.691,5.534,11.084,5.313,7.186,14.875,5.895,6.252,6.582,9.111,6.248,15.076,11.751,10.76
Rap1b,133.017,91.689,61.518,80.177,77.878,85.271,127.087,83.564,83.099,185.477,68.701,87.207,87.927,93.971,94.891,178.249,116.902,106.363
Gm40773,0,0,0,0.289,0,0.182,0,0,0,0,0,0,0,0,0,0,0.172,0
Gm32552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32605,0.051,0.066,0.023,0.069,0.03,0.036,0.034,0.06,0.125,0.037,0.043,0.06,0.034,0.034,0.033,0,0,0.028
4933411E08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdm1,3.689,1.732,1.139,1.133,1.463,1.735,3.665,1.475,2.034,5.626,1.124,1.182,1.893,2.619,1.546,4.738,3.056,2.927
Gm40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041
Il22,0.255,0,0,0.087,0,0,0.112,0,0,0,0,0,0.118,0.348,0,1.3,0,2.087
Iltifb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114
Ifng,0.204,0.099,0,0,0,0.095,0.537,0,0.167,0,0.22,0,0.091,0.088,0.174,0.173,0.089,0.087
Tmevpg1,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0
Gm33337,0,0,0,0.066,0,0,0,0,0.039,0.018,0,0,0,0,0,0,0.09,0
Gm33439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40776,0,0,0.04,0,0.026,0.064,0,0.027,0,0.065,0,0.035,0.062,0.09,0,0,0.03,0.029
Dyrk2,45.697,52.916,25.145,43.068,33.214,72.931,38.566,45.55,40.521,36.654,40.616,68.635,58.928,57.455,55.905,31.613,40.028,46.34
Gm40777,0.077,0.239,0.022,0.056,0,0.324,0,0.06,0.063,0.076,0.337,0.157,0.241,0.133,0.5,0,0.216,0.07
Gm38403,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0.04,0,0,0,0
Gm33624,0,0,0,0,0,0.034,0,0.056,0,0.118,0.093,0.037,0,0,0,0,0,0
Gm33677,2.052,1.069,0.614,0.708,1.018,2.196,0.615,1.417,2.323,0.7,1.086,3.174,2.98,5.029,1.341,0.615,0.97,1.266
Gm33861,1.447,1.021,0.106,0.439,0.901,4.815,0.594,0.608,1.324,1.195,0.851,4.623,4.289,4.436,1.494,0.582,1.307,1.092
1700064J06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34045,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0
Cand1,19.293,14.294,7.771,9.861,11.678,16.322,17.756,14.918,16.221,22.179,8.566,19.156,18.299,20.058,12.516,20.483,20.398,18.839
4930477N07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm40778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700025F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grip1,0.274,0.196,0.322,0.37,0.32,0.305,0.233,0.616,0.744,0.346,0.118,0.388,0.378,0.658,0.188,0.5,0.307,0.358
Gm40780,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0.005
Grip1os2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108167790,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
Grip1os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helb,13.034,11.669,3.237,5.916,5.383,17.113,13.337,7.783,8.942,12.072,9.512,12.411,14.576,14.175,10.926,11.871,9.058,8.841
Irak3,6.93,2.73,3.557,4.066,5.695,3.034,4.08,5.365,5.024,12.96,1.904,3.512,3.605,4.835,3.061,20.823,5.22,7.303
Gm34545,0.036,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0
Gm40781,0,0,0,0,0,0,0,0.039,0.038,0,0,0,0,0,0,0,0,0
Gm38500,0.628,0.464,0.732,1.176,1.228,0.805,0.782,1.139,0.793,2.381,0.644,0.636,1.448,0.608,0.408,1.606,1.341,1.387
Tmbim4,129.752,134.105,75.692,124.799,122.98,135.727,158.698,121.307,132.071,116.631,96.248,153.032,156.292,151.623,110.805,135.362,141.267,150.244
Gm40782,1.543,1.363,0.309,0.762,0.727,1.528,1.002,0.713,0.822,0.784,1.197,1.584,0.437,1.532,1.288,1.329,0.88,1.078
Llph,30.632,22.006,16.292,19.418,27.649,26.421,34.908,22.944,26.706,41.777,24.792,24.64,26.125,22.602,24.925,44.896,36.555,30.666
Hmga2,3.26,2.08,1.605,2.305,1.347,5.979,1.697,3.073,5.064,3.918,1.776,4.507,3.793,3.862,2.023,6.29,4.367,3.537
Gm40783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230105E05Rik,1.74,2.2,1.532,0.982,1.054,3.613,1.926,1.242,2.093,1.643,1.408,2.685,3.012,2.606,1.508,2.252,2.227,1.357
Mir763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35182,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,0.081,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0
Msrb3,14.961,12.948,9.117,10.113,24.22,9.94,11.02,11.891,11.853,33.586,13.421,19.536,15.073,20.571,12.585,16.332,10.016,14.689
Gm15910,0.147,0.107,0.02,0,0.055,0.138,0.096,0.086,0.03,0.136,0.129,0.075,0.327,0.127,0.341,0.124,0.065,0.032
Gm4473,0.26,0.234,0.137,0.123,0.341,0.197,0.184,0.233,0.271,0.675,0.217,0.429,0.214,0.675,0.334,0.28,0.132,0.18
Lemd3,7.49,6.968,3.186,4.797,4.807,5.969,7.373,5.208,6.627,9.3,5.452,6.916,7.029,7.548,5.954,8.298,8.026,7.774
LOC108167760,0.017,0,0.014,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0.021
Gm35235,0,0,0,0,0,0,0,0,0,0.893,0,0,0,0,0,0.396,0,0.408
Gm40784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wif1,1.571,0.645,0.783,0.687,1.497,1.541,0.617,2.269,1.008,1.02,0.456,1.962,0.834,0.492,0.651,0.599,1.163,1.623
LOC102642038,0,0.144,0,0,0,0.068,0,0.114,0,0,0.055,0,0.065,0.064,0,0.062,0,0
4930432O09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35404,0,0,0,0,0,0.311,0,0,0.557,0,0,0,0,0,0,0,0,0.578
Tbc1d30,5.432,4.47,2.008,3.308,3.495,6.204,4.867,3.904,5.176,4.774,2.422,4.044,4.774,6.254,3.987,4.607,5.652,5.024
LOC102639054,1.431,0.843,0.574,0.66,0.993,1.33,0.995,0.767,1.198,0.713,0.338,1.969,1.441,0.718,0.848,1.354,1.42,1.702
Gm40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538
Gns,40.962,30.262,19.511,27.586,29.597,33.278,26.859,32.712,34.606,64.682,19.742,30.944,25.787,31.412,29.721,37.374,36.128,34.73
Rassf3,44.935,45.613,29.345,42.738,43.185,48.529,34.591,39.643,39.738,46.846,57.071,37.652,44.695,49.11,43.982,33.207,37.611,44.332
